trade_date,candidate_index,symbol,name,涨幅%,source,pattern_match,pattern_ids,pattern_id,phase1_score_100,phase2_score_100,phase4_score_100,phase4_5d_mean,phase4_5d_std,phase8_score_100,phase5_score_100,ATR%,建议总仓位%,macd_cross_state,macd_divergence_state,volume_price_divergence_state,macd_top_divergence_15d,macd_bottom_divergence_15d,macd_top_divergence_signal_date,macd_bottom_divergence_signal_date,bullish_volume_price_divergence_flag,bearish_volume_price_divergence_flag,macd,macd_signal_line,macd_hist,ATR14,1ATR止损参考,2ATR止损参考,2ATR止盈参考,3ATR止盈参考,波动分层,phase2_is_cusum_event,phase1_center_score,phase2_center_score,centered_risk_score,phase4_composite_score,phase4_composite_rank,phase7_score_100,phase7_trade_permission,phase1_feature_trade_date,phase1_model_name,phase1_model_version,phase2_feature_trade_date,phase2_model_name,phase2_model_version,phase4_feature_trade_date,phase4_model_name,phase4_model_version,phase8_rank,phase8_top5_rank,phase8_feature_trade_date,phase8_model_name,phase8_model_version,today_limit_up_excluded,today_high_return_vs_prev_close,today_close_return_vs_prev_close,phase7_feature_trade_date,phase7_model_name,phase7_model_version,trade_permission,next_open_trade_permission,next_open_trade_warning,trade_permission_note,reason,patterns,old_high_date,old_high_price,days_since_old_high,max_drawdown_since_old_high,distance_to_old_high_pct,breakout_date,breakout_volume_ratio,breakout_close_position,breakout_upper_shadow_pct,breakout_body_pct,breakout_turnover,breakout_turnover_state,extension_above_old_high_pct,days_after_breakout,post_breakout_max_high_extension_pct,duck_peak_date,duck_peak_price,days_since_duck_peak,neck_start_date,neck_return_pct,neck_low_to_peak_return_pct,pullback_low_date,pullback_low_price,peak_to_pullback_drawdown_pct,nostril_cross_date,days_since_nostril_cross,cross_after_pullback_low_days,nostril_cross_ma5_ma10_gap_pct,latest_ma5_ma10_gap_pct,nostril_volume_ma20_ratio,distance_to_duck_peak_pct,pullback_volume_peak_tail_ratio,pullback_back_half_volume_ratio,pullback_max_single_day_peak_tail_ratio,large_bearish_count,max_bearish_body_pct,max_bearish_volume_ratio,distance_to_ma20,volume_ratio_20,recent_high_date,recent_high_price,days_since_recent_high,distance_from_recent_high_pct,ma20_slope_short_pct,ma20_slope_long_pct,ma60_slope_short_pct,ma60_slope_long_pct,pullback_volume_contraction_ratio,ma20_touch_date,ma20_touch_distance,pattern6_branch,anchor_date,anchor_close,support_price,anchor_volume_ratio_prev,anchor_volume_ratio_ma20,launch_confirm_high_date,launch_confirm_high_price,launch_confirm_return_pct,peak_date,peak_price,anchor_to_peak_return_pct,limit_up_like_count,pullback_volume_ratio_to_anchor,pullback_front_half_avg_volume,pullback_back_half_avg_volume,rise_tail_avg_volume,pullback_max_volume,pullback_max_rise_tail_volume_ratio,support_touch_date,source_tags,phase4_5d_mean_rank,phase4_5d_mean_top5,交易日期,收盘价,连续上榜天数
2026-05-13,9,"=""605258""",协和电子,0.5758,pattern,True,"[""1""]",1,76.32,31.21,82.96,84.24,9.98,51.47,61.27,3.91,30.1,above_signal,top_divergence,none,True,False,2026-05-13,,False,False,0.7372,0.6212,0.2319,1.5021,36.9279,35.4258,41.4342,42.9363,中等波动,0,92.64,2.42,90.6616,90.6616,,100.0,allow,2026-05-13,logistic_regression,tail_risk_phase1_v1,2026-05-13,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-13,lightgbm_regressor,alpha158_qlib_return_phase4_v1,1390.0,,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0183,0.0058,2026-05-13,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,"near old high 39.67 from 2025-11-04, distance=3.13%, drawdown=24.02%, vol20=0.90","[{""pattern_id"": 1, ""reason"": ""near old high 39.67 from 2025-11-04, distance=3.13%, drawdown=24.02%, vol20=0.90"", ""close"": 38.43, ""old_high_date"": ""2025-11-04"", ""old_high_price"": 39.67, ""days_since_old_high"": 124.0, ""max_drawdown_since_old_high"": 0.2402, ""distance_to_old_high_pct"": 0.0313, ""extension_above_old_high_pct"": 0.0, ""volume_ratio_20"": 0.9018}]",2025-11-04,39.67,124.0,0.2402,0.0313,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.9018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""pattern""]",138.0,False,2026-05-13,38.43,2
2026-05-13,10,"=""603332""",苏州龙杰,5.1246,pattern,True,"[""1""]",1,37.81,33.05,86.78,44.03,26.1,34.56,72.11,3.53,33.3,golden_cross,none,none,False,False,,,False,False,0.2935,0.2739,0.0393,0.5218,14.2482,13.7264,15.8136,16.3354,中等波动,1,15.62,6.1,88.7616,88.7616,,100.0,allow,2026-05-13,logistic_regression,tail_risk_phase1_v1,2026-05-13,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-13,lightgbm_regressor,alpha158_qlib_return_phase4_v1,1874.0,,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.052,0.0512,2026-05-13,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,"near old high 15.52 from 2026-01-20, distance=4.83%, drawdown=25.90%, vol20=1.39","[{""pattern_id"": 1, ""reason"": ""near old high 15.52 from 2026-01-20, distance=4.83%, drawdown=25.90%, vol20=1.39"", ""close"": 14.77, ""old_high_date"": ""2026-01-20"", ""old_high_price"": 15.52, ""days_since_old_high"": 71.0, ""max_drawdown_since_old_high"": 0.259, ""distance_to_old_high_pct"": 0.0483, ""extension_above_old_high_pct"": 0.0, ""volume_ratio_20"": 1.3884}]",2026-01-20,15.52,71.0,0.259,0.0483,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.3884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""pattern""]",1807.0,False,2026-05-13,14.77,1
2026-05-13,11,"=""605298""",必得科技,0.4972,pattern,True,"[""6""]",6,22.91,29.3,88.18,72.19,25.28,10.62,76.46,4.74,24.82,below_signal,none,none,False,False,,,False,False,2.1703,2.7981,-1.2555,2.6833,53.9167,51.2334,61.9666,64.65,中等波动,0,0.0,0.0,88.18,88.18,,100.0,allow,2026-05-13,logistic_regression,tail_risk_phase1_v1,2026-05-13,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-13,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2559.0,,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0059,0.005,2026-05-13,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,"double-volume support hold: anchor=2026-04-17 close=54.75, peak=65.00 on 2026-04-23, launch=18.72%, limit_up_like=2, pullback=15.97%, vol_back/front=0.58, pullback_max/rise_tail=1.00, touch=2026-05-13","[{""pattern_id"": 6, ""reason"": ""double-volume support hold: anchor=2026-04-17 close=54.75, peak=65.00 on 2026-04-23, launch=18.72%, limit_up_like=2, pullback=15.97%, vol_back/front=0.58, pullback_max/rise_tail=1.00, touch=2026-05-13"", ""close"": 56.6, ""pullback_low_date"": ""2026-05-13"", ""pullback_low_price"": 54.62, ""peak_to_pullback_drawdown_pct"": 0.1597, ""pullback_back_half_volume_ratio"": 0.5753, ""volume_ratio_20"": 0.6012, ""pattern6_branch"": ""support_hold"", ""anchor_date"": ""2026-04-17"", ""anchor_close"": 54.75, ""support_price"": 54.75, ""anchor_volume_ratio_prev"": 1.3196, ""anchor_volume_ratio_ma20"": 1.8433, ""launch_confirm_high_date"": ""2026-04-23"", ""launch_confirm_high_price"": 65.0, ""launch_confirm_return_pct"": 0.1872, ""peak_date"": ""2026-04-23"", ""peak_price"": 65.0, ""anchor_to_peak_return_pct"": 0.1872, ""limit_up_like_count"": 2.0, ""pullback_volume_ratio_to_anchor"": 0.7436, ""pullback_front_half_avg_volume"": 3401296.8, ""pullback_back_half_avg_volume"": 1956604.6667, ""rise_tail_avg_volume"": 5103046.6667, ""pullback_max_volume"": 5104351.0, ""pullback_max_rise_tail_volume_ratio"": 1.0003, ""support_touch_date"": ""2026-05-13""}]",,,,,,,,,,,,,,,,,,,,,,2026-05-13,54.62,0.1597,,,,,,,,,0.5753,,,,,,0.6012,,,,,,,,,,,,support_hold,2026-04-17,54.75,54.75,1.3196,1.8433,2026-04-23,65.0,0.1872,2026-04-23,65.0,0.1872,2.0,0.7436,3401296.8,1956604.6667,5103046.6667,5104351.0,1.0003,2026-05-13,"[""pattern""]",489.0,False,2026-05-13,56.6,2
2026-05-13,12,"=""001317""",三羊马,2.2297,pattern,True,"[""1""]",1,13.56,5.09,87.91,39.47,29.75,3.39,80.78,4.16,28.27,above_signal,none,none,False,False,,,False,False,2.616,1.7379,1.7562,2.5183,58.0017,55.4834,65.5566,68.0749,中等波动,0,0.0,0.0,87.91,87.91,,100.0,allow,2026-05-13,logistic_regression,tail_risk_phase1_v1,2026-05-13,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-13,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2766.0,,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0373,0.0223,2026-05-13,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,"near old high 62.92 from 2025-12-18, distance=3.81%, drawdown=32.20%, vol20=1.36","[{""pattern_id"": 1, ""reason"": ""near old high 62.92 from 2025-12-18, distance=3.81%, drawdown=32.20%, vol20=1.36"", ""close"": 60.52, ""old_high_date"": ""2025-12-18"", ""old_high_price"": 62.92, ""days_since_old_high"": 92.0, ""max_drawdown_since_old_high"": 0.322, ""distance_to_old_high_pct"": 0.0381, ""extension_above_old_high_pct"": 0.0, ""volume_ratio_20"": 1.3628}]",2025-12-18,62.92,92.0,0.322,0.0381,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.3628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""pattern""]",2034.0,False,2026-05-13,60.52,1
2026-05-13,13,"=""002768""",国恩股份,1.2459,pattern,True,"[""2""]",2,26.09,9.78,83.73,60.27,32.06,15.69,81.48,3.76,31.29,above_signal,none,none,False,False,,,False,False,2.6288,1.576,2.1057,2.3219,59.4381,57.1161,66.4039,68.7258,中等波动,0,0.0,0.0,83.73,83.73,,100.0,allow,2026-05-13,logistic_regression,tail_risk_phase1_v1,2026-05-13,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-13,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2414.0,,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0292,0.0125,2026-05-13,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,"price above old high 60.98 from 2026-01-27, post_breakout=2d, vol_ratio=1.30","[{""pattern_id"": 2, ""reason"": ""price above old high 60.98 from 2026-01-27, post_breakout=2d, vol_ratio=1.30"", ""close"": 61.76, ""old_high_date"": ""2026-01-27"", ""old_high_price"": 60.98, ""days_since_old_high"": 66.0, ""max_drawdown_since_old_high"": 0.2748, ""distance_to_old_high_pct"": -0.0128, ""breakout_date"": ""2026-05-11"", ""breakout_volume_ratio"": 1.3047, ""breakout_close_position"": 0.8072, ""breakout_upper_shadow_pct"": 0.1928, ""breakout_body_pct"": 0.6992, ""breakout_turnover"": 0.0567, ""breakout_turnover_state"": ""low"", ""extension_above_old_high_pct"": 0.0128, ""days_after_breakout"": 2.0, ""post_breakout_max_high_extension_pct"": 0.037, ""volume_ratio_20"": 1.0286}]",2026-01-27,60.98,66.0,0.2748,-0.0128,2026-05-11,1.3047,0.8072,0.1928,0.6992,0.0567,low,0.0128,2.0,0.037,,,,,,,,,,,,,,,,,,,,,,,,1.0286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""pattern""]",1003.0,False,2026-05-13,61.76,2
2026-05-13,14,"=""603222""",济民健康,-0.8662,pattern,True,"[""4""]",4,61.32,24.41,77.4,57.71,19.85,81.41,66.24,4.84,24.31,golden_cross,none,none,False,False,,,False,False,0.1393,0.1339,0.0109,0.4984,9.8016,9.3032,11.2968,11.7952,中等波动,0,62.64,0.0,82.4112,82.4112,,100.0,allow,2026-05-13,logistic_regression,tail_risk_phase1_v1,2026-05-13,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-13,lightgbm_regressor,alpha158_qlib_return_phase4_v1,533.0,,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0135,-0.0087,2026-05-13,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,"duck peak 2026-04-07 at 11.52, neck=29.15%, pullback=20.75%, cross=2026-05-08, vol/pk_tail=0.41","[{""pattern_id"": 4, ""reason"": ""duck peak 2026-04-07 at 11.52, neck=29.15%, pullback=20.75%, cross=2026-05-08, vol/pk_tail=0.41"", ""close"": 10.3, ""duck_peak_date"": ""2026-04-07"", ""duck_peak_price"": 11.52, ""days_since_duck_peak"": 23.0, ""neck_start_date"": ""2026-02-24"", ""neck_return_pct"": 0.2915, ""neck_low_to_peak_return_pct"": 0.3714, ""pullback_low_date"": ""2026-04-28"", ""pullback_low_price"": 9.13, ""peak_to_pullback_drawdown_pct"": 0.2075, ""nostril_cross_date"": ""2026-05-08"", ""days_since_nostril_cross"": 3.0, ""cross_after_pullback_low_days"": 5.0, ""nostril_cross_ma5_ma10_gap_pct"": 0.0125, ""latest_ma5_ma10_gap_pct"": 0.0298, ""nostril_volume_ma20_ratio"": 0.6086, ""distance_to_duck_peak_pct"": -0.1059, ""pullback_volume_peak_tail_ratio"": 0.4098, ""pullback_back_half_volume_ratio"": 0.5887, ""pullback_max_single_day_peak_tail_ratio"": 0.994, ""large_bearish_count"": 0.0, ""max_bearish_body_pct"": 0.0327, ""max_bearish_volume_ratio"": 2.4259, ""volume_ratio_20"": 0.6264, ""pullback_max_volume"": 81460579.0}]",,,,,,,,,,,,,,,,2026-04-07,11.52,23.0,2026-02-24,0.2915,0.3714,2026-04-28,9.13,0.2075,2026-05-08,3.0,5.0,0.0125,0.0298,0.6086,-0.1059,0.4098,0.5887,0.994,0.0,0.0327,2.4259,,0.6264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81460579.0,,,"[""pattern""]",1128.0,False,2026-05-13,10.3,1
2026-05-13,15,"=""603800""",洪田股份,-1.0308,pattern,True,"[""1""]",1,10.92,7.0,74.92,26.82,26.19,1.89,44.28,4.81,24.47,above_signal,none,none,False,False,,,False,False,3.8467,3.2108,1.2719,2.7693,54.8407,52.0713,63.1487,65.918,中等波动,0,0.0,0.0,74.92,74.92,,100.0,allow,2026-05-13,logistic_regression,tail_risk_phase1_v1,2026-05-13,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-13,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2809.0,,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.005,-0.0103,2026-05-13,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,"near old high 58.71 from 2025-12-25, distance=1.87%, drawdown=41.73%, vol20=1.29","[{""pattern_id"": 1, ""reason"": ""near old high 58.71 from 2025-12-25, distance=1.87%, drawdown=41.73%, vol20=1.29"", ""close"": 57.61, ""old_high_date"": ""2025-12-25"", ""old_high_price"": 58.71, ""days_since_old_high"": 87.0, ""max_drawdown_since_old_high"": 0.4173, ""distance_to_old_high_pct"": 0.0187, ""extension_above_old_high_pct"": 0.0, ""volume_ratio_20"": 1.2949}]",2025-12-25,58.71,87.0,0.4173,0.0187,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.2949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""pattern""]",2521.0,False,2026-05-13,57.61,1
2026-05-13,16,"=""603969""",银龙股份,2.5694,p8_top5,False,,,45.88,32.89,90.69,79.55,15.58,99.86,71.41,3.62,32.47,above_signal,bottom_divergence,none,False,True,,2026-04-28,False,False,0.0569,-0.0418,0.1975,0.3616,9.6184,9.2569,10.7031,11.0647,中等波动,0,31.76,5.78,93.9244,93.9244,,100.0,allow,2026-05-13,logistic_regression,tail_risk_phase1_v1,2026-05-13,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-13,lightgbm_regressor,alpha158_qlib_return_phase4_v1,5.0,5.0,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0298,0.0257,2026-05-13,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""p8_top5""]",264.0,False,2026-05-13,9.98,1
2026-05-13,17,"=""600506""",统一股份,1.2541,p8_top5,False,,,94.91,19.79,80.05,45.15,30.3,99.97,63.99,4.86,24.22,below_signal,bottom_divergence,none,False,True,,2026-05-08,False,False,-0.9548,-0.7135,-0.4825,0.9019,17.6681,16.7662,20.3738,21.2756,中等波动,0,70.18,0.0,85.6644,85.6644,,100.0,allow,2026-05-13,logistic_regression,tail_risk_phase1_v1,2026-05-13,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-13,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2.0,2.0,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0224,0.0125,2026-05-13,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""p8_top5""]",1756.0,False,2026-05-13,18.57,1
2026-05-13,18,"=""000950""",重药控股,-1.3216,p8_top5,False,,,29.37,17.28,81.39,65.26,26.42,99.9,84.95,3.58,32.89,golden_cross,none,none,False,False,,,False,False,0.1023,0.0293,0.146,0.2404,6.4796,6.2391,7.2009,7.4413,中等波动,0,0.0,0.0,81.39,81.39,,100.0,allow,2026-05-13,logistic_regression,tail_risk_phase1_v1,2026-05-13,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-13,lightgbm_regressor,alpha158_qlib_return_phase4_v1,4.0,4.0,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0044,-0.0132,2026-05-13,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""p8_top5""]",777.0,False,2026-05-13,6.72,1
2026-05-13,19,"=""002939""",长城证券,1.3402,p8_top5,False,,,6.26,9.01,63.88,48.24,29.72,100.0,87.92,2.47,40.0,above_signal,none,none,False,False,,,False,False,0.0769,-0.0192,0.1922,0.2427,9.5873,9.3447,10.3153,10.558,低波动,0,0.0,0.0,63.88,63.88,,100.0,allow,2026-05-13,logistic_regression,tail_risk_phase1_v1,2026-05-13,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-13,lightgbm_regressor,alpha158_qlib_return_phase4_v1,1.0,1.0,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0227,0.0134,2026-05-13,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""p8_top5""]",1603.0,False,2026-05-13,9.83,1
2026-05-13,20,"=""603099""",长白山,1.9941,p8_top5,False,,,36.4,32.92,39.94,66.45,15.19,99.93,61.28,3.05,38.63,above_signal,bottom_divergence,none,False,True,,2026-04-29,False,False,0.0426,-0.3977,0.8807,1.1527,36.6973,35.5446,40.1554,41.3081,中等波动,0,12.8,5.84,41.6648,41.6648,,100.0,allow,2026-05-13,logistic_regression,tail_risk_phase1_v1,2026-05-13,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-13,lightgbm_regressor,alpha158_qlib_return_phase4_v1,3.0,3.0,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0329,0.0199,2026-05-13,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""p8_top5""]",714.0,False,2026-05-13,37.85,1
