trade_date,candidate_index,symbol,name,涨幅%,source,pattern_match,pattern_ids,pattern_id,phase1_score_100,phase2_score_100,phase4_score_100,phase4_5d_mean,phase4_5d_std,phase8_score_100,phase5_score_100,ATR%,建议总仓位%,macd_cross_state,macd_divergence_state,volume_price_divergence_state,macd_top_divergence_15d,macd_bottom_divergence_15d,macd_top_divergence_signal_date,macd_bottom_divergence_signal_date,bullish_volume_price_divergence_flag,bearish_volume_price_divergence_flag,macd,macd_signal_line,macd_hist,ATR14,1ATR止损参考,2ATR止损参考,2ATR止盈参考,3ATR止盈参考,波动分层,phase2_is_cusum_event,phase1_center_score,phase2_center_score,centered_risk_score,phase4_composite_score,phase4_composite_rank,phase7_score_100,phase7_trade_permission,phase1_feature_trade_date,phase1_model_name,phase1_model_version,phase2_feature_trade_date,phase2_model_name,phase2_model_version,phase4_feature_trade_date,phase4_model_name,phase4_model_version,phase8_rank,phase8_top5_rank,phase8_feature_trade_date,phase8_model_name,phase8_model_version,today_limit_up_excluded,today_high_return_vs_prev_close,today_close_return_vs_prev_close,phase7_feature_trade_date,phase7_model_name,phase7_model_version,trade_permission,next_open_trade_permission,next_open_trade_warning,trade_permission_note,reason,patterns,old_high_date,old_high_price,days_since_old_high,max_drawdown_since_old_high,distance_to_old_high_pct,breakout_date,breakout_volume_ratio,breakout_close_position,breakout_upper_shadow_pct,breakout_body_pct,breakout_turnover,breakout_turnover_state,extension_above_old_high_pct,days_after_breakout,post_breakout_max_high_extension_pct,duck_peak_date,duck_peak_price,days_since_duck_peak,neck_start_date,neck_return_pct,neck_low_to_peak_return_pct,pullback_low_date,pullback_low_price,peak_to_pullback_drawdown_pct,nostril_cross_date,days_since_nostril_cross,cross_after_pullback_low_days,nostril_cross_ma5_ma10_gap_pct,latest_ma5_ma10_gap_pct,nostril_volume_ma20_ratio,distance_to_duck_peak_pct,pullback_volume_peak_tail_ratio,pullback_back_half_volume_ratio,pullback_max_single_day_peak_tail_ratio,large_bearish_count,max_bearish_body_pct,max_bearish_volume_ratio,distance_to_ma20,volume_ratio_20,recent_high_date,recent_high_price,days_since_recent_high,distance_from_recent_high_pct,ma20_slope_short_pct,ma20_slope_long_pct,ma60_slope_short_pct,ma60_slope_long_pct,pullback_volume_contraction_ratio,ma20_touch_date,ma20_touch_distance,pattern6_branch,anchor_date,anchor_close,support_price,anchor_volume_ratio_prev,anchor_volume_ratio_ma20,launch_confirm_high_date,launch_confirm_high_price,launch_confirm_return_pct,peak_date,peak_price,anchor_to_peak_return_pct,limit_up_like_count,pullback_volume_ratio_to_anchor,pullback_front_half_avg_volume,pullback_back_half_avg_volume,rise_tail_avg_volume,pullback_max_volume,pullback_max_rise_tail_volume_ratio,support_touch_date,source_tags,phase4_5d_mean_rank,phase4_5d_mean_top5,交易日期,收盘价,连续上榜天数
2026-05-13,21,"=""603022""",新通联,0.0,phase4_top,False,,,77.6,76.26,96.69,92.29,6.66,92.84,32.88,2.88,40.0,above_signal,none,none,False,False,,,False,False,0.2569,0.1616,0.1906,0.3296,11.1304,10.8008,12.1192,12.4489,低波动,0,95.2,92.52,115.4084,115.4084,1.0,100.0,allow,2026-05-13,logistic_regression,tail_risk_phase1_v1,2026-05-13,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-13,lightgbm_regressor,alpha158_qlib_return_phase4_v1,206.0,,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0131,0.0,2026-05-13,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",26.0,False,2026-05-13,11.46,2
2026-05-13,22,"=""603818""",曲美家居,0.0,phase4_top,False,,,77.76,79.37,95.71,89.38,7.43,79.35,79.27,3.09,38.04,above_signal,bottom_divergence,bullish,False,True,,2026-04-27,True,False,0.0725,0.025,0.095,0.1172,3.6728,3.5555,4.0245,4.1417,中等波动,0,95.52,98.74,115.2004,115.2004,2.0,100.0,allow,2026-05-13,logistic_regression,tail_risk_phase1_v1,2026-05-13,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-13,lightgbm_regressor,alpha158_qlib_return_phase4_v1,592.0,,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0132,0.0,2026-05-13,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",59.0,False,2026-05-13,3.79,1
2026-05-13,23,"=""001311""",多利科技,1.7415,phase4_top,False,,,76.49,74.08,97.15,84.09,17.79,45.28,81.21,4.45,26.44,above_signal,bottom_divergence,none,False,True,,2026-04-28,False,False,-0.5151,-0.6552,0.2801,1.3519,29.0281,27.6762,33.0838,34.4357,中等波动,0,92.98,88.16,115.1676,115.1676,3.0,100.0,allow,2026-05-13,logistic_regression,tail_risk_phase1_v1,2026-05-13,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-13,lightgbm_regressor,alpha158_qlib_return_phase4_v1,1567.0,,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0238,0.0174,2026-05-13,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",141.0,False,2026-05-13,30.38,1
2026-05-13,24,"=""603276""",恒兴新材,-1.0983,phase4_top,False,,,64.4,81.28,97.22,69.27,23.34,92.35,16.66,2.82,40.0,above_signal,none,none,False,False,,,False,False,0.3584,0.2696,0.1776,0.5086,17.5014,16.9929,19.0271,19.5357,低波动,1,68.8,97.44,114.4168,114.4168,4.0,100.0,allow,2026-05-13,logistic_regression,tail_risk_phase1_v1,2026-05-13,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-13,lightgbm_regressor,alpha158_qlib_return_phase4_v1,220.0,,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0016,-0.011,2026-05-13,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",596.0,False,2026-05-13,18.01,1
2026-05-13,25,"=""002388""",新亚制程,-0.3656,phase4_top,False,,,75.49,72.61,96.75,93.01,6.09,82.11,77.59,3.3,35.7,above_signal,bottom_divergence,none,False,True,,2026-04-28,False,False,0.1193,0.0796,0.0794,0.1796,5.2704,5.0908,5.8092,5.9888,中等波动,0,90.98,85.22,114.2548,114.2548,5.0,100.0,allow,2026-05-13,logistic_regression,tail_risk_phase1_v1,2026-05-13,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-13,lightgbm_regressor,alpha158_qlib_return_phase4_v1,513.0,,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0091,-0.0037,2026-05-13,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",25.0,False,2026-05-13,5.45,1
2026-05-13,26,"=""605167""",利柏特,-0.5208,phase4_top,False,,,87.44,89.85,97.76,96.6,1.66,87.74,79.61,4.54,25.91,above_signal,none,none,False,False,,,False,False,0.4696,0.2998,0.3394,0.8673,18.2327,17.3655,20.8345,21.7018,中等波动,0,85.12,80.3,114.2056,114.2056,6.0,100.0,allow,2026-05-13,logistic_regression,tail_risk_phase1_v1,2026-05-13,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-13,lightgbm_regressor,alpha158_qlib_return_phase4_v1,352.0,,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0182,-0.0052,2026-05-13,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",3.0,True,2026-05-13,19.1,1
2026-05-13,27,"=""603722""",阿科力,0.1283,phase4_top,False,,,73.88,81.58,95.45,66.58,26.64,71.45,58.32,3.17,37.14,above_signal,none,none,False,False,,,False,False,0.998,0.8517,0.2925,1.2362,37.7938,36.5576,41.5024,42.7386,中等波动,0,87.76,96.84,114.0916,114.0916,7.0,100.0,allow,2026-05-13,logistic_regression,tail_risk_phase1_v1,2026-05-13,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-13,lightgbm_regressor,alpha158_qlib_return_phase4_v1,818.0,,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0123,0.0013,2026-05-13,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",707.0,False,2026-05-13,39.03,1
2026-05-13,28,"=""002316""",亚联发展,-0.1773,phase4_top,False,,,92.93,80.01,95.65,96.35,0.54,92.45,68.99,3.46,34.0,above_signal,none,bullish,False,False,,,True,False,0.0704,0.0196,0.1015,0.1948,5.4352,5.2404,6.0196,6.2145,中等波动,0,74.14,99.98,113.5788,113.5788,8.0,100.0,allow,2026-05-13,logistic_regression,tail_risk_phase1_v1,2026-05-13,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-13,lightgbm_regressor,alpha158_qlib_return_phase4_v1,217.0,,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0142,-0.0018,2026-05-13,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",5.0,True,2026-05-13,5.63,4
2026-05-13,29,"=""000048""",京基智农,-1.9502,phase4_top,False,,,99.77,80.61,96.42,82.26,15.91,93.64,28.74,4.38,26.84,above_signal,none,none,False,False,,,False,False,-0.7386,-0.9122,0.3472,0.6391,13.9409,13.3017,15.8583,16.4974,中等波动,1,60.46,98.78,113.1104,113.1104,9.0,100.0,allow,2026-05-13,logistic_regression,tail_risk_phase1_v1,2026-05-13,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-13,lightgbm_regressor,alpha158_qlib_return_phase4_v1,183.0,,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0054,-0.0195,2026-05-13,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",184.0,False,2026-05-13,14.58,1
2026-05-13,30,"=""603768""",常青股份,-0.7481,phase4_top,False,,,60.45,79.0,96.25,94.89,2.86,73.03,74.1,2.68,40.0,above_signal,none,none,False,False,,,False,False,0.2371,0.1556,0.1631,0.3195,11.6205,11.3011,12.5789,12.8984,低波动,0,60.9,98.0,112.882,112.882,10.0,100.0,allow,2026-05-13,logistic_regression,tail_risk_phase1_v1,2026-05-13,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-13,lightgbm_regressor,alpha158_qlib_return_phase4_v1,773.0,,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0058,-0.0075,2026-05-13,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",9.0,False,2026-05-13,11.94,3
2026-05-13,31,"=""001205""",盛航股份,-0.9144,phase4_top,False,,,85.5,85.13,94.84,81.34,15.18,97.52,77.18,2.24,40.0,above_signal,none,bearish,False,False,,,False,True,0.1447,0.0593,0.1708,0.3395,14.8305,14.491,15.849,16.1884,低波动,1,89.0,89.74,112.7288,112.7288,11.0,100.0,allow,2026-05-13,logistic_regression,tail_risk_phase1_v1,2026-05-13,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-13,lightgbm_regressor,alpha158_qlib_return_phase4_v1,72.0,,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0059,-0.0091,2026-05-13,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",216.0,False,2026-05-13,15.17,1
2026-05-13,32,"=""603183""",建研院,0.2088,phase4_top,False,,,82.02,86.47,94.58,86.63,11.14,68.03,68.35,3.29,35.81,above_signal,none,none,False,False,,,False,False,0.0663,0.0565,0.0195,0.1577,4.6423,4.4846,5.1154,5.2731,中等波动,0,95.96,87.06,112.704,112.704,12.0,100.0,allow,2026-05-13,logistic_regression,tail_risk_phase1_v1,2026-05-13,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-13,lightgbm_regressor,alpha158_qlib_return_phase4_v1,916.0,,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0146,0.0021,2026-05-13,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",100.0,False,2026-05-13,4.8,1
2026-05-13,33,"=""003028""",振邦智能,-0.2459,phase4_top,False,,,88.58,78.1,94.51,89.2,9.8,59.85,69.58,3.11,37.86,above_signal,bottom_divergence,none,False,True,,2026-04-30,False,False,0.0946,-0.0209,0.231,0.8825,27.5175,26.6349,30.1651,31.0476,中等波动,0,82.84,96.2,112.6812,112.6812,13.0,100.0,allow,2026-05-13,logistic_regression,tail_risk_phase1_v1,2026-05-13,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-13,lightgbm_regressor,alpha158_qlib_return_phase4_v1,1150.0,,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0067,-0.0025,2026-05-13,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",63.0,False,2026-05-13,28.4,2
2026-05-13,34,"=""600448""",华纺股份,-1.1173,phase4_top,False,,,74.75,71.1,95.58,82.44,10.02,71.63,57.54,3.67,32.01,above_signal,none,none,False,False,,,False,False,0.0813,0.0595,0.0437,0.1301,3.4099,3.2799,3.8001,3.9302,中等波动,0,89.5,82.2,112.604,112.604,14.0,100.0,allow,2026-05-13,logistic_regression,tail_risk_phase1_v1,2026-05-13,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-13,lightgbm_regressor,alpha158_qlib_return_phase4_v1,813.0,,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0056,-0.0112,2026-05-13,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",181.0,False,2026-05-13,3.54,1
2026-05-13,35,"=""603041""",美思德,0.7252,phase4_top,False,,,64.8,71.37,97.05,84.88,13.78,77.85,65.35,2.82,40.0,above_signal,none,none,False,False,,,False,False,0.3287,0.276,0.1054,0.3916,13.4984,13.1069,14.6731,15.0647,低波动,0,69.6,82.74,112.5468,112.5468,15.0,100.0,allow,2026-05-13,logistic_regression,tail_risk_phase1_v1,2026-05-13,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-13,lightgbm_regressor,alpha158_qlib_return_phase4_v1,635.0,,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0225,0.0073,2026-05-13,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",125.0,False,2026-05-13,13.89,1
2026-05-13,36,"=""002700""",万憬能源,-0.979,phase4_top,False,,,84.86,85.23,94.01,79.6,8.77,82.77,55.05,2.46,40.0,above_signal,bottom_divergence,bullish,False,True,,2026-04-27,True,False,0.0866,0.0331,0.107,0.1743,6.9057,6.7314,7.4286,7.6029,低波动,0,90.28,89.54,111.9772,111.9772,16.0,100.0,allow,2026-05-13,logistic_regression,tail_risk_phase1_v1,2026-05-13,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-13,lightgbm_regressor,alpha158_qlib_return_phase4_v1,494.0,,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0056,-0.0098,2026-05-13,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",261.0,False,2026-05-13,7.08,1
2026-05-13,37,"=""600481""",双良节能,-0.6279,phase4_top,False,,,99.8,66.95,98.23,94.24,3.74,70.86,67.68,4.1,28.7,above_signal,bottom_divergence,none,False,True,,2026-05-06,False,False,-0.15,-0.2063,0.1126,0.2595,6.0705,5.811,6.849,7.1085,中等波动,0,60.4,73.9,111.93,111.93,17.0,100.0,allow,2026-05-13,logistic_regression,tail_risk_phase1_v1,2026-05-13,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-13,lightgbm_regressor,alpha158_qlib_return_phase4_v1,835.0,,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0063,-0.0063,2026-05-13,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",15.0,False,2026-05-13,6.33,1
2026-05-13,38,"=""001387""",雪祺电气,-0.346,phase4_top,False,,,57.94,75.95,96.28,93.75,1.54,76.1,84.42,2.46,40.0,above_signal,bottom_divergence,none,False,True,,2026-04-28,False,False,0.2765,0.1625,0.228,0.3537,14.0463,13.6925,15.1075,15.4612,低波动,0,55.88,91.9,111.7784,111.7784,18.0,100.0,allow,2026-05-13,logistic_regression,tail_risk_phase1_v1,2026-05-13,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-13,lightgbm_regressor,alpha158_qlib_return_phase4_v1,685.0,,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0069,-0.0035,2026-05-13,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",21.0,False,2026-05-13,14.4,1
2026-05-13,39,"=""000619""",海螺新材,-0.9788,phase4_top,False,,,89.25,84.73,94.31,76.6,15.71,78.3,72.23,2.66,40.0,above_signal,none,none,False,False,,,False,False,0.0499,0.0246,0.0506,0.1612,5.9088,5.7477,6.3923,6.5535,低波动,1,81.5,90.54,111.6948,111.6948,19.0,100.0,allow,2026-05-13,logistic_regression,tail_risk_phase1_v1,2026-05-13,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-13,lightgbm_regressor,alpha158_qlib_return_phase4_v1,622.0,,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0016,-0.0098,2026-05-13,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",351.0,False,2026-05-13,6.07,2
2026-05-13,40,"=""002663""",普邦股份,-2.8807,phase4_top,False,,,71.77,58.81,98.02,86.77,15.04,67.92,69.86,4.92,23.91,above_signal,none,none,False,False,,,False,False,0.0408,0.0126,0.0565,0.1161,2.2439,2.1278,2.5922,2.7083,中等波动,1,83.54,57.62,111.6176,111.6176,20.0,100.0,allow,2026-05-13,logistic_regression,tail_risk_phase1_v1,2026-05-13,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-13,lightgbm_regressor,alpha158_qlib_return_phase4_v1,919.0,,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0,-0.0288,2026-05-13,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",97.0,False,2026-05-13,2.36,2
