交易日期,序号,板块类型,板块名称,板块代码,当日涨幅%,成交额加权涨幅%,上涨家数占比,长期主线指数,长期主线排名,短期主线指数,短期主线Top10排名,P9买入分,P9Top10排名,P9排名,入选原因,龙头编号,龙头名称,龙头详细,成员数,有效成员数
2026-05-18,1,概念,铜缆高速连接,886073,1.4945,2.8726,0.6429,97.93,1,69.67,,29.87,,15,长期主线,601869/600869/002792,长飞光纤/远东股份/通宇通讯,"[{""symbol"": ""601869"", ""name"": ""长飞光纤"", ""leader_score"": 92.0, ""combined_leader_score"": 91.94, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""600869"", ""name"": ""远东股份"", ""leader_score"": 78.74, ""combined_leader_score"": 78.46, ""leader_type"": ""swing"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""002792"", ""name"": ""通宇通讯"", ""leader_score"": 75.25, ""combined_leader_score"": 71.01, ""leader_type"": ""swing"", ""leader_tags"": ""双重龙头/波段活跃候选""}]",14,14
2026-05-18,2,概念,新型烟草(电子烟),885899,-0.5259,-0.2331,0.3125,96.65,2,42.94,,27.36,,33,长期主线,603626/002975/002957,科森科技/博杰股份/科瑞技术,"[{""symbol"": ""603626"", ""name"": ""科森科技"", ""leader_score"": 85.94, ""combined_leader_score"": 81.52, ""leader_type"": ""swing"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""002975"", ""name"": ""博杰股份"", ""leader_score"": 80.07, ""combined_leader_score"": 77.22, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""002957"", ""name"": ""科瑞技术"", ""leader_score"": 82.06, ""combined_leader_score"": 76.86, ""leader_type"": ""swing"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}]",16,16
2026-05-18,3,概念,光纤概念,886084,1.2763,2.9396,0.6667,95.66,3,70.13,,31.62,,12,长期主线,600105/601869/002384,永鼎股份/长飞光纤/东山精密,"[{""symbol"": ""600105"", ""name"": ""永鼎股份"", ""leader_score"": 90.36, ""combined_leader_score"": 87.9, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""601869"", ""name"": ""长飞光纤"", ""leader_score"": 89.31, ""combined_leader_score"": 85.25, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""002384"", ""name"": ""东山精密"", ""leader_score"": 94.84, ""combined_leader_score"": 84.53, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}]",33,33
2026-05-18,4,行业,通信-通信设备,通信-通信设备,1.7074,4.063,0.6333,94.97,4,67.14,,34.38,4.0,4,长期主线/P9高买入分,601869/600105/002491,长飞光纤/永鼎股份/通鼎互联,"[{""symbol"": ""601869"", ""name"": ""长飞光纤"", ""leader_score"": 90.83, ""combined_leader_score"": 87.16, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""600105"", ""name"": ""永鼎股份"", ""leader_score"": 93.34, ""combined_leader_score"": 83.66, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""002491"", ""name"": ""通鼎互联"", ""leader_score"": 81.34, ""combined_leader_score"": 78.8, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}]",30,30
2026-05-18,5,行业,建筑装饰-装修装饰Ⅱ,建筑装饰-装修装饰Ⅱ,-1.7641,-5.6588,0.1667,94.36,5,35.26,,15.78,,161,长期主线,600234/605178/605289,科新发展/时空科技/罗曼股份,"[{""symbol"": ""600234"", ""name"": ""科新发展"", ""leader_score"": 95.04, ""combined_leader_score"": 83.72, ""leader_type"": ""swing"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""605178"", ""name"": ""时空科技"", ""leader_score"": 82.03, ""combined_leader_score"": 79.41, ""leader_type"": ""swing"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""605289"", ""name"": ""罗曼股份"", ""leader_score"": 80.64, ""combined_leader_score"": 79.3, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}]",12,12
2026-05-18,6,行业,电子-电子化学品Ⅱ,电子-电子化学品Ⅱ,2.8228,2.1558,0.5714,93.83,6,76.14,4.0,28.25,,23,长期主线/短期主线,603256/603115/600330,宏和科技/海星股份/天通股份,"[{""symbol"": ""603256"", ""name"": ""宏和科技"", ""leader_score"": 93.12, ""combined_leader_score"": 89.53, ""leader_type"": ""swing"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""603115"", ""name"": ""海星股份"", ""leader_score"": 80.64, ""combined_leader_score"": 77.03, ""leader_type"": ""swing"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""600330"", ""name"": ""天通股份"", ""leader_score"": 78.76, ""combined_leader_score"": 74.04, ""leader_type"": ""swing"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}]",7,7
2026-05-18,7,概念,共封装光学(CPO),886033,1.504,2.6596,0.6613,93.17,7,73.66,7.0,23.0,,91,长期主线/短期主线,600105/002384/601869,永鼎股份/东山精密/长飞光纤,"[{""symbol"": ""600105"", ""name"": ""永鼎股份"", ""leader_score"": 91.23, ""combined_leader_score"": 84.26, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""002384"", ""name"": ""东山精密"", ""leader_score"": 93.93, ""combined_leader_score"": 84.24, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""601869"", ""name"": ""长飞光纤"", ""leader_score"": 87.4, ""combined_leader_score"": 83.67, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}]",62,62
2026-05-18,8,概念,PET铜箔,886020,-0.4076,3.7875,0.35,92.25,8,49.37,,28.32,,22,长期主线,601208/600869/603773,东材科技/远东股份/沃格光电,"[{""symbol"": ""601208"", ""name"": ""东材科技"", ""leader_score"": 92.84, ""combined_leader_score"": 85.16, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""600869"", ""name"": ""远东股份"", ""leader_score"": 82.13, ""combined_leader_score"": 77.41, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""603773"", ""name"": ""沃格光电"", ""leader_score"": 76.32, ""combined_leader_score"": 71.96, ""leader_type"": ""swing"", ""leader_tags"": ""双重龙头/波段活跃候选""}]",20,20
2026-05-18,9,概念,超导概念,886038,1.0454,4.3551,0.5455,92.24,9,59.93,,28.95,,18,长期主线,600105/002149/000811,永鼎股份/西部材料/冰轮环境,"[{""symbol"": ""600105"", ""name"": ""永鼎股份"", ""leader_score"": 94.35, ""combined_leader_score"": 91.16, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""002149"", ""name"": ""西部材料"", ""leader_score"": 88.08, ""combined_leader_score"": 87.28, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""000811"", ""name"": ""冰轮环境"", ""leader_score"": 78.5, ""combined_leader_score"": 77.53, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}]",22,22
2026-05-18,10,概念,第三代半导体,885908,0.1148,1.3273,0.5455,92.01,10,66.1,,24.8,,59,长期主线,601869/002428/002046,长飞光纤/云南锗业/国机精工,"[{""symbol"": ""601869"", ""name"": ""长飞光纤"", ""leader_score"": 89.93, ""combined_leader_score"": 85.0, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""002428"", ""name"": ""云南锗业"", ""leader_score"": 83.9, ""combined_leader_score"": 80.87, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""002046"", ""name"": ""国机精工"", ""leader_score"": 82.58, ""combined_leader_score"": 78.39, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}]",44,44
2026-05-18,11,概念,F5G概念,885998,0.4615,1.5028,0.4286,91.99,11,50.21,,27.37,,32,长期主线,603083/600487/002792,剑桥科技/亨通光电/通宇通讯,"[{""symbol"": ""603083"", ""name"": ""剑桥科技"", ""leader_score"": 90.88, ""combined_leader_score"": 87.1, ""leader_type"": ""swing"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""600487"", ""name"": ""亨通光电"", ""leader_score"": 90.77, ""combined_leader_score"": 84.09, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""002792"", ""name"": ""通宇通讯"", ""leader_score"": 86.86, ""combined_leader_score"": 78.22, ""leader_type"": ""swing"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}]",14,14
2026-05-18,12,概念,存储芯片,886042,1.8389,3.1782,0.6444,91.65,12,78.06,3.0,22.51,,95,长期主线/短期主线,001309/600183/603316,德明利/生益科技/诚邦股份,"[{""symbol"": ""001309"", ""name"": ""德明利"", ""leader_score"": 89.89, ""combined_leader_score"": 87.75, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""600183"", ""name"": ""生益科技"", ""leader_score"": 92.07, ""combined_leader_score"": 85.65, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""603316"", ""name"": ""诚邦股份"", ""leader_score"": 73.15, ""combined_leader_score"": 72.4, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}]",45,45
2026-05-18,13,概念,芯片概念,885756,0.5524,2.0447,0.5263,91.54,13,58.19,,25.81,,51,长期主线,600105/603256/001309,永鼎股份/宏和科技/德明利,"[{""symbol"": ""600105"", ""name"": ""永鼎股份"", ""leader_score"": 94.65, ""combined_leader_score"": 85.91, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""603256"", ""name"": ""宏和科技"", ""leader_score"": 90.03, ""combined_leader_score"": 84.85, ""leader_type"": ""long_term"", ""leader_tags"": ""波段先锋/长期核心候选/波段活跃候选""}, {""symbol"": ""001309"", ""name"": ""德明利"", ""leader_score"": 90.46, ""combined_leader_score"": 84.43, ""leader_type"": ""long_term"", ""leader_tags"": ""波段先锋/长期核心候选/波段活跃候选""}]",266,266
2026-05-18,14,概念,富士康概念,885786,0.6989,2.0575,0.5455,91.29,14,66.59,,24.65,,63,长期主线,603626/002975/002979,科森科技/博杰股份/雷赛智能,"[{""symbol"": ""603626"", ""name"": ""科森科技"", ""leader_score"": 85.6, ""combined_leader_score"": 83.58, ""leader_type"": ""swing"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""002975"", ""name"": ""博杰股份"", ""leader_score"": 80.11, ""combined_leader_score"": 79.52, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""002979"", ""name"": ""雷赛智能"", ""leader_score"": 75.61, ""combined_leader_score"": 72.67, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选""}]",33,33
2026-05-18,15,概念,PCB概念,885959,0.7462,3.2591,0.5,91.24,15,63.98,,23.75,,80,长期主线,603256/002384/600601,宏和科技/东山精密/方正科技,"[{""symbol"": ""603256"", ""name"": ""宏和科技"", ""leader_score"": 88.66, ""combined_leader_score"": 88.29, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""002384"", ""name"": ""东山精密"", ""leader_score"": 93.53, ""combined_leader_score"": 82.44, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选""}, {""symbol"": ""600601"", ""name"": ""方正科技"", ""leader_score"": 79.08, ""combined_leader_score"": 76.63, ""leader_type"": ""long_term"", ""leader_tags"": ""波段先锋/长期核心候选/波段活跃候选""}]",56,56
2026-05-18,16,概念,太赫兹,886043,1.8623,3.7204,0.8182,91.24,16,44.44,,34.27,5.0,5,长期主线/P9高买入分,601869/600487/002413,长飞光纤/亨通光电/雷科防务,"[{""symbol"": ""601869"", ""name"": ""长飞光纤"", ""leader_score"": 93.44, ""combined_leader_score"": 91.88, ""leader_type"": ""swing"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""600487"", ""name"": ""亨通光电"", ""leader_score"": 90.7, ""combined_leader_score"": 84.85, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""002413"", ""name"": ""雷科防务"", ""leader_score"": 80.54, ""combined_leader_score"": 69.96, ""leader_type"": ""swing"", ""leader_tags"": ""双重龙头/波段活跃候选""}]",11,11
2026-05-18,17,行业,电子-其他电子Ⅱ,电子-其他电子Ⅱ,0.3531,0.5795,0.5556,90.87,17,61.04,,26.34,,43,长期主线,002885/000062/600353,京泉华/深圳华强/旭光电子,"[{""symbol"": ""002885"", ""name"": ""京泉华"", ""leader_score"": 83.12, ""combined_leader_score"": 82.03, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""000062"", ""name"": ""深圳华强"", ""leader_score"": 90.12, ""combined_leader_score"": 75.17, ""leader_type"": ""swing"", ""leader_tags"": ""双重龙头/波段活跃候选""}, {""symbol"": ""600353"", ""name"": ""旭光电子"", ""leader_score"": 77.03, ""combined_leader_score"": 70.38, ""leader_type"": ""swing"", ""leader_tags"": ""双重龙头/波段活跃候选""}]",9,9
2026-05-18,18,行业,基础化工-塑料,基础化工-塑料,-0.3837,0.6335,0.3182,90.8,18,36.68,,27.46,,30,长期主线,601208/002361/605488,东材科技/神剑股份/福莱新材,"[{""symbol"": ""601208"", ""name"": ""东材科技"", ""leader_score"": 92.6, ""combined_leader_score"": 86.13, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""002361"", ""name"": ""神剑股份"", ""leader_score"": 90.25, ""combined_leader_score"": 85.18, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""605488"", ""name"": ""福莱新材"", ""leader_score"": 74.48, ""combined_leader_score"": 71.33, ""leader_type"": ""swing"", ""leader_tags"": ""双重龙头/波段活跃候选""}]",22,22
2026-05-18,19,概念,超级电容,885886,2.0977,5.2422,0.6,90.08,19,72.4,10.0,30.17,,13,长期主线/短期主线,000962/002851/002484,东方钽业/麦格米特/江海股份,"[{""symbol"": ""000962"", ""name"": ""东方钽业"", ""leader_score"": 87.97, ""combined_leader_score"": 83.33, ""leader_type"": ""swing"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""002851"", ""name"": ""麦格米特"", ""leader_score"": 83.08, ""combined_leader_score"": 83.02, ""leader_type"": ""swing"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""002484"", ""name"": ""江海股份"", ""leader_score"": 87.34, ""combined_leader_score"": 81.39, ""leader_type"": ""swing"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}]",20,20
2026-05-18,20,概念,WiFi 6,885940,1.2023,0.8227,0.6471,90.04,20,51.92,,33.89,6.0,6,长期主线/P9高买入分,603083/600498/002213,剑桥科技/烽火通信/大为股份,"[{""symbol"": ""603083"", ""name"": ""剑桥科技"", ""leader_score"": 88.91, ""combined_leader_score"": 85.95, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""600498"", ""name"": ""烽火通信"", ""leader_score"": 80.31, ""combined_leader_score"": 75.93, ""leader_type"": ""long_term"", ""leader_tags"": ""长期核心/长期核心候选/波段活跃候选""}, {""symbol"": ""002213"", ""name"": ""大为股份"", ""leader_score"": 84.21, ""combined_leader_score"": 75.88, ""leader_type"": ""swing"", ""leader_tags"": ""波段先锋/波段活跃候选""}]",17,17
2026-05-18,21,概念,PEEK材料,886063,0.4122,0.2681,0.5238,89.99,21,55.15,,29.89,,14,长期主线,002838/002850/600176,道恩股份/科达利/中国巨石,"[{""symbol"": ""002838"", ""name"": ""道恩股份"", ""leader_score"": 85.11, ""combined_leader_score"": 83.26, ""leader_type"": ""swing"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""002850"", ""name"": ""科达利"", ""leader_score"": 70.85, ""combined_leader_score"": 70.56, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""600176"", ""name"": ""中国巨石"", ""leader_score"": 89.08, ""combined_leader_score"": 76.2, ""leader_type"": ""long_term"", ""leader_tags"": ""长期核心/长期核心候选""}]",21,21
2026-05-18,22,概念,专精特新,885929,0.0259,1.5991,0.4257,89.61,22,49.22,,25.95,,48,长期主线,603256/600105/601869,宏和科技/永鼎股份/长飞光纤,"[{""symbol"": ""603256"", ""name"": ""宏和科技"", ""leader_score"": 93.43, ""combined_leader_score"": 87.73, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""600105"", ""name"": ""永鼎股份"", ""leader_score"": 96.45, ""combined_leader_score"": 86.79, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""601869"", ""name"": ""长飞光纤"", ""leader_score"": 94.08, ""combined_leader_score"": 86.44, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}]",202,202
2026-05-18,23,概念,液冷服务器,886044,1.0184,1.8352,0.6049,89.0,23,64.16,,25.7,,53,长期主线,603083/003018/600487,剑桥科技/金富科技/亨通光电,"[{""symbol"": ""603083"", ""name"": ""剑桥科技"", ""leader_score"": 84.77, ""combined_leader_score"": 79.52, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""003018"", ""name"": ""金富科技"", ""leader_score"": 82.81, ""combined_leader_score"": 81.13, ""leader_type"": ""long_term"", ""leader_tags"": ""波段先锋/长期核心候选/波段活跃候选""}, {""symbol"": ""600487"", ""name"": ""亨通光电"", ""leader_score"": 89.97, ""combined_leader_score"": 80.79, ""leader_type"": ""long_term"", ""leader_tags"": ""长期核心/长期核心候选""}]",81,81
2026-05-18,24,概念,先进封装,886009,0.9167,2.7636,0.6667,88.88,24,75.17,6.0,24.72,,61,长期主线/短期主线,002916/600183/002436,深南电路/生益科技/兴森科技,"[{""symbol"": ""002916"", ""name"": ""深南电路"", ""leader_score"": 90.46, ""combined_leader_score"": 86.07, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""600183"", ""name"": ""生益科技"", ""leader_score"": 92.69, ""combined_leader_score"": 85.61, ""leader_type"": ""long_term"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}, {""symbol"": ""002436"", ""name"": ""兴森科技"", ""leader_score"": 82.71, ""combined_leader_score"": 80.56, ""leader_type"": ""swing"", ""leader_tags"": ""双重龙头/长期核心候选/波段活跃候选""}]",48,48
